id,tokens,pos_tags,chunk_tags,ner_tags
1964,['Stenhousemuir' '3' '1' '1' '1' '6' '1' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1965,['Hamilton' '3' '1' '1' '1' '3' '2' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1966,['Stranraer' '3' '1' '1' '1' '3' '3' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1967,['Brechin' '3' '0' '3' '0' '2' '2' '3'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1968,['Clyde' '3' '1' '0' '2' '2' '5' '3'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1969,['Dumbarton' '3' '0' '2' '1' '3' '4' '2'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1970,['Berwick' '3' '0' '0' '3' '1' '14' '0'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1971,['Division' 'three'],[21 11],[11 12],[0 0]
1972,['Albion' '3' '3' '0' '0' '5' '0' '9'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1973,['Forfar' '3' '2' '0' '1' '7' '4' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1974,['Cowdenbeath' '3' '2' '0' '1' '4' '3' '6'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1975,['Arbroath' '3' '1' '2' '0' '4' '2' '5'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1976,['Alloa' '3' '1' '1' '1' '3' '3' '4'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1977,"['Queen' ""'s"" 'Park' '3' '1' '1' '1' '6' '8' '4']",[22 27 22 11 11 11 11 11 11 11],[11 11 12 12 12 12 12 12 12 12],[3 4 4 0 0 0 0 0 0 0]
1978,['Montrose' '3' '1' '0' '2' '3' '4' '3'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1979,['Inverness' 'Thistle' '3' '1' '0' '2' '3' '6' '3'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
1980,['East' 'Stirling' '3' '0' '2' '1' '3' '4' '2'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
1981,['Ross' 'County' '3' '0' '0' '3' '3' '7' '0'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
1982,['SOCCER' '-' 'ENGLISH' 'LEAGUE' 'STANDINGS' '.'],[21  8 16 21 24  7],[11  0 11 12 12  0],[0 0 7 0 0 0]
1983,['LONDON' '1996-08-31'],[22 22],[11 12],[5 0]
1984,['English' 'soccer' 'league' 'standings'],[16 21 21 24],[11 12 12 12],[7 0 0 0]
1985,"['after' 'Saturday' ""'s"" 'matches' '(' 'tabulated' '-' 'played' ',' 'won'
 ',' 'drawn' ',' 'lost' ',']",[15 22 27 24  4 40  8 40  6 38  6 40  6 38  6],[13 11 11 12  0 21  0 21  0 21 21 22  0 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1986,"['goals' 'for' ',' 'goals' 'against' ',' 'points' ')' ':']",[24 15  6 24 15  6 42  5  8],[11 13  0 11 13  0 21  0  0],[0 0 0 0 0 0 0 0 0]
1987,['Division' 'one'],[21 11],[11 11],[0 0]
1988,['Stoke' '4' '3' '1' '0' '7' '4' '10'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1989,['Barnsley' '3' '3' '0' '0' '8' '2' '9'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1990,['Norwich' '4' '3' '0' '1' '5' '3' '9'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1991,['Tranmere' '4' '2' '1' '1' '6' '4' '7'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1992,['Bolton' '3' '2' '1' '0' '5' '2' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1993,['Queens' 'Park' 'Rangers' '3' '2' '1' '0' '5' '3' '7'],[22 22 23 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12 12],[3 4 4 0 0 0 0 0 0 0]
1994,['Wolverhampton' '4' '2' '1' '1' '5' '3' '7'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1995,['Swindon' '4' '2' '1' '1' '5' '4' '7'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1996,['Bradford' '4' '2' '0' '2' '4' '3' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1997,['Portsmouth' '4' '2' '0' '2' '4' '5' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1998,['Ipswich' '4' '1' '2' '1' '9' '7' '5'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
1999,['Crystal' 'Palace' '4' '1' '2' '1' '4' '3' '5'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2000,['Port' 'Vale' '4' '1' '2' '1' '4' '4' '5'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2001,['Birmingham' '2' '1' '1' '0' '5' '4' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2002,['Reading' '4' '1' '1' '2' '5' '10' '4'],[39 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2003,['Huddersfield' '3' '1' '1' '1' '4' '4' '4'],[40 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2004,['Oxford' '4' '1' '0' '3' '6' '5' '3'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2005,['Manchester' 'City' '3' '1' '0' '2' '2' '3' '3'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2006,['West' 'Bromwich' '3' '0' '2' '1' '2' '3' '2'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2007,['Oldham' '4' '0' '1' '3' '5' '9' '1'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2008,['Sheffield' 'United' '2' '0' '1' '1' '4' '5' '1'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2009,['Grimsby' '4' '0' '1' '3' '4' '8' '1'],[30 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2010,['Southend' '4' '0' '1' '3' '2' '10' '1'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2011,['Charlton' '2' '0' '1' '1' '1' '3' '1'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2012,['Division' 'two'],[21 11],[11 12],[0 0]
2013,['Plymouth' '4' '3' '1' '0' '10' '6' '10'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2014,['Brentford' '4' '3' '1' '0' '9' '3' '10'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2015,['Bury' '4' '3' '1' '0' '8' '2' '10'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2016,['Chesterfield' '4' '3' '0' '1' '4' '2' '9'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2017,['Millwall' '4' '2' '1' '1' '7' '5' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2018,['Shrewsbury' '4' '2' '1' '1' '6' '6' '7'],[30 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2019,['Blackpool' '4' '2' '1' '1' '3' '2' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2020,['York' '4' '2' '0' '2' '6' '6' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2021,['Burnley' '4' '2' '0' '2' '6' '7' '6'],[30 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2022,['Bournemouth' '4' '2' '0' '2' '5' '5' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2023,['Watford' '4' '2' '0' '2' '4' '5' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2024,['Bristol' 'Rovers' '3' '1' '2' '0' '2' '1' '5'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2025,['Peterborough' '3' '1' '1' '1' '4' '4' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2026,['Preston' '4' '1' '1' '2' '4' '5' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2027,['Crewe' '4' '1' '1' '2' '4' '6' '4'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2028,['Gillingham' '4' '1' '1' '2' '4' '6' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2029,['Notts' 'County' '3' '1' '1' '1' '2' '2' '4'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2030,['Bristol' 'City' '4' '1' '0' '3' '7' '8' '3'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2031,['Luton' '4' '1' '0' '3' '4' '10' '3'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2032,['Wycombe' '4' '0' '3' '1' '2' '3' '3'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2033,['Wrexham' '2' '0' '2' '0' '5' '5' '2'],[36 11 11 11 11 11 11 11],[ 7 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2034,['Stockport' '4' '0' '2' '2' '1' '3' '2'],[37 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2035,['Rotherham' '4' '0' '1' '3' '3' '6' '1'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2036,['Walsall' '3' '0' '1' '2' '2' '4' '1'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2037,['Division' 'three'],[21 11],[11 12],[0 0]
2038,['Wigan' '4' '3' '1' '0' '9' '4' '10'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2039,['Fulham' '4' '3' '0' '1' '5' '3' '9'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2040,['Hull' '4' '2' '2' '0' '4' '2' '8'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2041,['Hartlepool' '4' '2' '1' '1' '6' '5' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2042,['Torquay' '4' '2' '1' '1' '5' '3' '7'],[30 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2043,['Cardiff' '4' '2' '1' '1' '3' '2' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2044,['Scunthorpe' '4' '2' '1' '1' '3' '3' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2045,['Carlisle' '4' '2' '1' '1' '2' '1' '7'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2046,['Scarborough' '4' '1' '3' '0' '5' '3' '6'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2047,['Northampton' '4' '1' '2' '1' '6' '4' '5'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2048,['Lincoln' '4' '1' '2' '1' '5' '5' '5'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2049,['Barnet' '4' '1' '2' '1' '4' '2' '5'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2050,['Exeter' '4' '1' '2' '1' '4' '5' '5'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2051,['Cambridge' 'United' '4' '1' '2' '1' '3' '4' '5'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2052,['Darlington' '4' '1' '1' '2' '9' '8' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2053,['Chester' '4' '1' '1' '2' '6' '7' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2054,['Doncaster' '4' '1' '1' '2' '4' '5' '4'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2055,['Leyton' 'Orient' '4' '1' '1' '2' '3' '3' '4'],[22 22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[3 4 0 0 0 0 0 0 0]
2056,['Brighton' '4' '1' '1' '2' '3' '6' '4'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2057,['Hereford' '4' '1' '1' '2' '2' '3' '4'],[40 11 11 11 11 11 11 11],[21 11 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2058,['Swansea' '4' '1' '0' '3' '4' '9' '3'],[21 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2059,['Colchester' '4' '0' '3' '1' '2' '4' '3'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2060,['Rochdale' '4' '0' '2' '2' '2' '4' '2'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2061,['Mansfield' '4' '0' '2' '2' '2' '6' '2'],[22 11 11 11 11 11 11 11],[11 12 12 12 12 12 12 12],[3 0 0 0 0 0 0 0]
2062,['SOCCER' '-' 'SCOTTISH' 'LEAGUE' 'RESULTS' '.'],[21  8 22 22 24  7],[11  0 11 12 12  0],[0 0 7 0 0 0]
2063,['GLASGOW' '1996-08-31'],[22 22],[11 12],[5 0]
2064,['Results' 'of' 'Scottish' 'league'],[24 15 16 21],[11 13 11 12],[0 0 7 0]
2065,['matches' 'on' 'Saturday' ':'],[24 15 22  8],[11 13 11  0],[0 0 0 0]
2066,['Division' 'one'],[21 11],[11 11],[0 0]
2067,['Greenock' 'Morton' '1' 'Falkirk' '0'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2068,['Partick' '1' 'St' 'Mirren' '1'],[22 11 22 22 11],[11 12 12 12 12],[3 0 3 4 0]
2069,['Stirling' '1' 'Dundee' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2070,"['Postponed' ':' 'East' 'Fife' 'v' 'Clydebank' ',' 'St' 'Johnstone' 'v']",[40  8 22 22 14 22  6 22 22 34],[21  0 11 12 12 12  0 11 12  0],[0 0 3 4 0 3 0 3 4 0]
2071,['Airdrieonians' '.'],[23  7],[11  0],[3 0]
2072,['Division' 'two'],[21 11],[11 12],[0 0]
2073,['Ayr' '6' 'Berwick' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2074,['Clyde' '0' 'Queen' 'of' 'South' '2'],[22 11 22 15 22 11],[11 12 12 13 11 12],[3 0 3 4 4 0]
2075,['Dumbarton' '1' 'Brechin' '1'],[21 11 22 11],[11 12 11 12],[3 0 3 0]
2076,['Livingston' '1' 'Hamilton' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2077,['Stenhousemuir' '0' 'Stranraer' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2078,['Division' 'three'],[21 11],[11 12],[0 0]
2079,['Albion' '2' 'Cowdenbeath' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2080,['Arbroath' '0' 'East' 'Stirling' '0'],[21 11 22 22 11],[11 12 12 12 12],[3 0 3 4 0]
2081,['Inverness' 'Thistle' '1' 'Alloa' '0'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2082,['Montrose' '2' 'Ross' 'County' '1'],[37 11 22 22 11],[21 11 12 12 12],[3 0 3 4 0]
2083,"['Queen' ""'s"" 'Park' '1' 'Forfar' '4']",[22 27 22 11 22 11],[11 11 12 12 12 12],[3 4 4 0 3 0]
2084,['SOCCER' '-' 'ENGLISH' 'LEAGUE' 'RESULTS' '.'],[21  8 16 21 24  7],[11  0 11 12 12  0],[0 0 7 0 0 0]
2085,['LONDON' '1996-08-31'],[22 22],[11 12],[5 0]
2086,['Results' 'of' 'English' 'soccer' 'matches'],[24 15 16 21 24],[11 13 11 12 12],[0 0 7 0 0]
2087,['on' 'Saturday' ':'],[15 22  8],[13 11  0],[0 0 0]
2088,['Division' 'one'],[21 11],[11 11],[0 0]
2089,['Bradford' '1' 'Tranmere' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2090,['Grimsby' '0' 'Portsmouth' '1'],[16 11 22 11],[11 12 12 12],[3 0 3 0]
2091,['Huddersfield' '1' 'Crystal' 'Palace' '1'],[40 11 22 22 11],[21 11 12 12 12],[3 0 3 4 0]
2092,['Norwich' '1' 'Wolverhampton' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2093,['Oldham' '3' 'Ipswich' '3'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2094,['Port' 'Vale' '2' 'Oxford' '0'],[22 22 11 22 11],[11 12 12 11 12],[3 4 0 3 0]
2095,['Reading' '2' 'Stoke' '2'],[39 11 22 11],[21 11 12 12],[3 0 3 0]
2096,['Southend' '1' 'Swindon' '3'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2097,"['Postponed' ':' 'Birmingham' 'v' 'Barnsley' ',' 'Manchester' 'City' 'v'
 'Charlton']",[40  8 22 22 22  6 22 22 14 22],[21  0 11  0 11  0 11 12 12 12],[0 0 3 0 3 0 3 4 0 3]
2098,['Playing' 'Sunday' ':' 'Queens' 'Park' 'Rangers' 'v' 'Bolton'],[39 22  8 22 22 23 14 22],[21 11  0 11 12 12 12 12],[0 0 0 3 4 4 0 3]
2099,['Division' 'two'],[21 11],[11 12],[0 0]
2100,['Blackpool' '0' 'Wycombe' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2101,['Bournemouth' '1' 'Peterborough' '2'],[22 11 22 11],[11 12 11 12],[3 0 3 0]
2102,['Bristol' 'Rovers' '1' 'Stockport' '1'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2103,['Bury' '4' 'Bristol' 'City' '0'],[37 11 22 22 11],[21 11 12 12 12],[3 0 3 4 0]
2104,['Crewe' '0' 'Watford' '2'],[37 11 22 11],[21 11 12 12],[3 0 3 0]
2105,['Gillingham' '0' 'Chesterfield' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2106,['Luton' '1' 'Rotherham' '0'],[21 11 22 11],[11 12 12 12],[3 0 3 0]
2107,['Millwall' '2' 'Burnley' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2108,['Notts' 'County' '0' 'York' '1'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2109,['Shrewsbury' '0' 'Brentford3'],[21 11 21],[11 12 12],[3 0 3]
2110,['Postponed' ':' 'Walsall' 'v' 'Wrexham'],[40  8 37 14 22],[21  0 11 12 12],[0 0 3 0 3]
2111,['Division' 'three'],[21 11],[11 12],[0 0]
2112,['Brighton' '1' 'Scunthorpe' '1'],[21 11 22 11],[11 12 12 12],[3 0 3 0]
2113,['Cambridge' 'United' '0' 'Cardiff' '2'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2114,['Colchester' '1' 'Hereford' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2115,['Doncaster' '3' 'Darlington' '2'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2116,['Fulham' '1' 'Carlisle' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2117,['Hull' '0' 'Barnet' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2118,['Leyton' 'Orient' '2' 'Hartlepool' '0'],[22 22 11 22 11],[11 12 12 12 12],[3 4 0 3 0]
2119,['Mansfield' '0' 'Rochdale' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2120,['Scarborough' '1' 'Northampton' '1'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2121,['Torquay' '2' 'Exeter' '0'],[30 11 22 11],[11 12 12 12],[3 0 3 0]
2122,['Wigan' '4' 'Chester' '2'],[21 11 22 11],[11 12 12 12],[3 0 3 0]
2123,['CRICKET' '-' 'ENGLISH' 'COUNTY' 'CHAMPIONSHIP' 'SCORES' '.'],[22  8 16 24 43 22  7],[11  0 11 12 11 12  0],[0 0 7 8 8 0 0]
2124,['LONDON' '1996-08-31'],[22 22],[11 12],[5 0]
2125,"['Results' 'and' 'close' 'scores' 'of' 'four-day' 'English' 'county'
 'championship' 'matches' 'on' 'Saturday' ':']",[24 10 16 24 15 16 16 21 21 24 15 22  8],[11  0 11 12 13 11 12 12 12 12 13 11  0],[0 0 0 0 0 0 7 0 0 0 0 0 0]
2126,"['At' 'Portsmouth' ':' 'Middlesex' 'beat' 'Hampshire' 'by' '188' 'runs'
 '.']",[15 22  8 22 38 22 15 11 24  7],[13 11  0 11 21 11 13 11 12  0],[0 5 0 3 0 3 0 0 0 0]
2127,"['Middlesex' '199' 'and' '426' ',' 'Hampshire' '232' 'and' '205' '(' 'A.'
 'Fraser' '5-79' ',' 'P.' 'Tufnell' '4-39' ')' '.']",[22 11 10 11  6 22 11 10 11  4 22 22 11  6 22 22 11  5  7],[11 12 12 12  0 11 12 12 12  0 11 12 12  0 11 12 12  0  0],[3 0 0 0 0 3 0 0 0 0 1 2 0 0 1 2 0 0 0]
2128,"['Middlesex' '20' 'points' ',' 'Hampshire' '5' '.']",[22 11 24  6 22 11  7],[11 12 12  0 11 12  0],[3 0 0 0 3 0 0]
2129,"['At' 'Chester-le-Street' ':' 'Glamorgan' 'beat' 'Durham' 'by' '141'
 'runs' '.']",[15 22  8 22 38 22 15 11 24  7],[13 11  0 11 21 11 13 11 12  0],[0 5 0 3 0 3 0 0 0 0]
2130,"['Glamorgan' '259' 'and' '207' ',' 'Durham' '114' 'and' '211' '.']",[22 11 10 11  6 22 11 10 11  7],[11 12 12 12  0 11 12 12 12  0],[3 0 0 0 0 3 0 0 0 0]
2131,"['Glamorgan' '22' 'points' ',' 'Durham' '4' '.']",[22 11 24  6 22 11  7],[11 12 12  0 11 12  0],[3 0 0 0 3 0 0]
2132,"['At' 'Chesterfield' ':' 'Derbyshire' 'beat' 'Worcestershire' 'by' 'nine'
 'wickets' '.']",[15 22  8 37 37 22 15 11 24  7],[13 11  0 21 22 11 13 11 12  0],[0 5 0 3 0 3 0 0 0 0]
2133,"['Worcestershire' '238' 'and' '303' '(' 'K.' 'Spiring' '130' 'not' 'out'
 ',' 'S.' 'Rhodes' '57' ';' 'P.' 'DeFreitas' '4-70' ')' ',' 'Derbyshire'
 '471' 'and' '71-1' '.']","[22 11 10 11  4 22 22 11 30 33  6 22 22 11  8 22 22 11  5  6 22 11 10 22
  7]","[11 12 12 12  0 11 12 12 21 15  0 11 12 12  0 11 12 12  0  0 11 11  0 11
  0]",[3 0 0 0 0 1 2 0 0 0 0 1 2 0 0 1 2 0 0 0 3 0 0 0 0]
2134,"['Derbyshire' '24' 'points' ',' 'Worcestershire' '5' '.']",[22 11 24  6 21 11  7],[11 12 12  0 11 12  0],[3 0 0 0 3 0 0]
2135,"['At' 'The' 'Oval' '(' 'London' ')' ':' 'Surrey' 'beat' 'Warwickshire'
 'by' 'an' 'innings' 'and' '164' 'runs' '.']",[15 12 16  4 22  5  8 22 38 22 15 12 21 10 11 24  7],[13 11 12  0 11  0  0 11 21 11 13 11 12  0 11 12  0],[0 5 6 0 5 0 0 3 0 3 0 0 0 0 0 0 0]
2136,"['Warwickshire' '195' 'and' '109' '(' 'J.' 'Benjamin' '4-17' ',' 'M.'
 'Bicknell' '4-38' ')' ',' 'Surrey' '468' '(' 'C.' 'Lewis' '94' ',' 'M.'
 'Butcher' '70' ',' 'G.' 'Kersey' '63' ',' 'J.' 'Ratcliffe' '63' ',' 'D.'
 'Bicknell' '55' ')' '.']","[22 11 10 11  4 22 22 11  6 22 22 11  5  6 22 11  4 22 22 11  6 22 22 11
  6 22 22 11  6 22 22 11  6 22 22 11  5  7]","[11 12 12 12  0 11 12 12  0 11 12 12  0  0 11 12  0 11 12 12  0 11 12 12
  0 11 12 12  0 11 12 12  0 11 12 12  0  0]","[3 0 0 0 0 1 2 0 0 1 2 0 0 0 3 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0
 0]"
2137,"['Surrey' '24' 'points' ',' 'Warwickshire' '2' '.']",[22 11 24  6 21 11  7],[11 12 12  0 11 12  0],[3 0 0 0 3 0 0]
